t_min,glucose_true_mg_dl,sensor_mg_dl,sensor_valid,carbs_g_step,iir_u_per_h,exercise_pct,hr_bpm
328.0000,1302.0406,0.0000,0,0.0000,1.0000,0.0000,0.0000
329.0000,1306.3076,0.0000,0,0.0000,1.0000,0.0000,0.0000
330.0000,1310.5746,1310.5746,1,0.0000,1.0000,0.0000,0.0000
331.0000,1314.8416,0.0000,0,0.0000,1.0000,0.0000,0.0000
332.0000,1319.1085,0.0000,0,0.0000,1.0000,0.0000,0.0000
333.0000,1323.3755,0.0000,0,0.0000,1.0000,0.0000,0.0000
334.0000,1327.6424,0.0000,0,0.0000,1.0000,0.0000,0.0000
335.0000,1331.9093,1331.9093,1,0.0000,1.0000,0.0000,0.0000
336.0000,1336.1762,0.0000,0,0.0000,1.0000,0.0000,0.0000
337.0000,1340.4430,0.0000,0,0.0000,1.0000,0.0000,0.0000
338.0000,1344.7098,0.0000,0,0.0000,1.0000,0.0000,0.0000
339.0000,1348.9765,0.0000,0,0.0000,1.0000,0.0000,0.0000
340.0000,1353.2433,1353.2433,1,0.0000,1.0000,0.0000,0.0000
341.0000,1357.5099,0.0000,0,0.0000,1.0000,0.0000,0.0000
342.0000,1361.7765,0.0000,0,0.0000,1.0000,0.0000,0.0000
343.0000,1366.0431,0.0000,0,0.0000,1.0000,0.0000,0.0000
344.0000,1370.3095,0.0000,0,0.0000,1.0000,0.0000,0.0000
345.0000,1374.5759,1374.5759,1,0.0000,1.0000,0.0000,0.0000
346.0000,1378.8423,0.0000,0,0.0000,1.0000,0.0000,0.0000
347.0000,1383.1086,0.0000,0,0.0000,1.0000,0.0000,0.0000
348.0000,1387.3748,0.0000,0,0.0000,1.0000,0.0000,0.0000
349.0000,1391.6409,0.0000,0,0.0000,1.0000,0.0000,0.0000
350.0000,1395.9069,1395.9069,1,0.0000,1.0000,0.0000,0.0000
351.0000,1400.1729,0.0000,0,0.0000,1.0000,0.0000,0.0000
352.0000,1404.4387,0.0000,0,0.0000,1.0000,0.0000,0.0000
353.0000,1408.7045,0.0000,0,0.0000,1.0000,0.0000,0.0000
354.0000,1412.9701,0.0000,0,0.0000,1.0000,0.0000,0.0000
355.0000,1417.2357,1417.2357,1,0.0000,1.0000,0.0000,0.0000
356.0000,1421.5012,0.0000,0,0.0000,1.0000,0.0000,0.0000
357.0000,1425.7665,0.0000,0,0.0000,1.0000,0.0000,0.0000
358.0000,1430.0317,0.0000,0,0.0000,1.0000,0.0000,0.0000
359.0000,1434.2968,0.0000,0,0.0000,1.0000,0.0000,0.0000
360.0000,1438.5618,1438.5618,1,0.0000,1.0000,0.0000,0.0000
361.0000,1442.8267,0.0000,0,0.0000,1.0000,0.0000,0.0000
362.0000,1447.0915,0.0000,0,0.0000,1.0000,0.0000,0.0000
363.0000,1451.3561,0.0000,0,0.0000,1.0000,0.0000,0.0000
364.0000,1455.6205,0.0000,0,0.0000,1.0000,0.0000,0.0000
365.0000,1459.8849,1459.8849,1,0.0000,1.0000,0.0000,0.0000
